Codeblock,minflt,majflt,utime,stime,num_threads,vsize,rss,processor,stack_size,rchar,wchar,read_bytes,write_bytes,canceled_write_bytes,num_file_desc,nicRcvBytes,nicRcvPckts,nicSentBytes,nicSentPckts,IPInTruncatedPkts,IPInOctets,IPOutOctets
checking if there is a more critical commit we could work on_network,26670,0,25,21,1,180367360,1344,0,140517471207325,7168680507,1828098170,15716352,1595457536,151564288,6,21256077837,81159812,26643513452,21005734,0,17746603339,25509744934
disconnecting from the database_network,26681,0,25,21,1,180367360,1344,3,140517471207325,7168680507,1828098264,15716352,1595461632,151564288,6,21256079567,81159824,26643514728,21005738,0,17746605694,25509746746
running two hacks to avoid problems with ISS750 regressions and Cell MFC tests that have simdebug instruction set_host,26682,0,25,21,1,180367360,1344,3,140517471207325,7168680507,1828098329,15716352,1595465728,151564288,5,21256080968,81159834,26643516072,21005742,0,17746606775,25509748387
running another simple hack to avoid running tsts on debug builds_host,26682,0,25,21,1,180367360,1344,3,140517471207325,7168680507,1828098473,15716352,1595469824,151564288,5,21256081738,81159841,26643517560,21005746,0,17746607281,25509749803
checking if there is a more critical commit we could work on_network,26967,0,25,21,1,180367360,1344,3,140517471207325,7168694421,1828098845,15716352,1595490304,151564288,6,21256090408,81159890,26643524916,21005765,0,17746618050,25509761280
disconnecting from the database_network,26968,0,25,21,1,180367360,1344,3,140517471207325,7168694421,1828098910,15716352,1595494400,151564288,5,21256092188,81159902,26643526716,21005769,0,17746619809,25509763285
running two hacks to avoid problems with ISS750 regressions and Cell MFC tests that have simdebug instruction set_host,26968,0,25,21,1,180367360,1344,3,140517471207325,7168694421,1828098910,15716352,1595494400,151564288,5,21256093374,81159907,26643528580,21005773,0,17746619809,25509763337
running another simple hack to avoid running tsts on debug builds_host,26968,0,25,21,1,180367360,1344,3,140517471207325,7168694421,1828099054,15716352,1595498496,151564288,5,21256094118,81159914,26643530658,21005778,0,17746620289,25509765325
checking if there is a more critical commit we could work on_network,27250,0,25,22,1,180367360,1344,3,140517471207325,7168708335,1828099450,15716352,1595518976,151564288,6,21256103331,81159979,26643539902,21005798,0,17746630256,25509779293
disconnecting from the database_network,27251,0,25,22,1,180367360,1344,3,140517471207325,7168708335,1828099515,15716352,1595523072,151564288,5,21256104299,81159988,26643542304,21005803,0,17746631235,25509781886
running two hacks to avoid problems with ISS750 regressions and Cell MFC tests that have simdebug instruction set_host,27251,0,25,22,1,180367360,1344,3,140517471207325,7168708335,1828099659,15716352,1595527168,151564288,5,21256105262,81159997,26643544774,21005808,0,17746632226,25509784410
running another simple hack to avoid running tsts on debug builds_host,27415,0,26,22,1,180367360,1344,2,140517471207325,7168710292,1828099898,15716352,1595539456,151564288,6,21256107880,81160010,26643547388,21005813,0,17746635492,25509791866
checking if there is a more critical commit we could work on_network,27535,0,26,22,1,180367360,1344,2,140517471207325,7168722249,1828100049,15716352,1595547648,151564288,6,21256115197,81160057,26643557868,21005831,0,17746642765,25509800210
disconnecting from the database_network,27535,0,26,22,1,180367360,1344,2,140517471207325,7168722249,1828100049,15716352,1595547648,151564288,6,21256115813,81160062,26643560802,21005836,0,17746643099,25509800262
running two hacks to avoid problems with ISS750 regressions and Cell MFC tests that have simdebug instruction set_host,27536,0,26,22,1,180367360,1344,2,140517471207325,7168722249,1828100114,15716352,1595551744,151564288,5,21256117793,81160076,26643563800,21005841,0,17746644814,25509803383
running another simple hack to avoid running tsts on debug builds_host,27536,0,26,22,1,180367360,1344,2,140517471207325,7168722249,1828100258,15716352,1595555840,151564288,5,21256118901,81160087,26643566942,21005846,0,17746645622,25509806435
checking if there is a more critical commit we could work on_network,27809,0,26,22,1,180367360,1344,2,140517471207325,7168736163,1828100538,15716352,1595572224,151564288,6,21256128069,81160145,26643579396,21005867,0,17746654806,25509820681
disconnecting from the database_network,27820,0,26,23,1,180367360,1344,3,140517471207325,7168736163,1828100632,15716352,1595576320,151564288,6,21256129136,81160150,26643582924,21005873,0,17746656338,25509824650
running two hacks to avoid problems with ISS750 regressions and Cell MFC tests that have simdebug instruction set_host,27821,0,26,23,1,180367360,1344,3,140517471207325,7168736163,1828100841,15716352,1595584512,151564288,5,21256130232,81160158,26643586516,21005879,0,17746658171,25509831819
running another simple hack to avoid running tsts on debug builds_host,27821,0,26,23,1,180367360,1344,3,140517471207325,7168736163,1828100937,15716352,1595588608,151564288,5,21256131292,81160167,26643590252,21005885,0,17746658651,25509835491
checking the existence of lock file_host,27832,0,26,23,1,180367360,1344,3,140517471207325,7168736163,1828101003,15716352,1595592704,151564288,5,21256134386,81160186,26643597914,21005896,0,17746661015,25509839231
checking the space in worker temp directory_host,27901,0,26,23,1,180367360,1344,2,140517471207325,7168746208,1828101223,15716352,1595596800,151564288,5,21256135262,81160193,26643601956,21005903,0,17746661443,25509843095
running the test cases on the worker_host,28132,0,26,23,1,180367360,1344,0,140517471230992,7168748164,1828101500,15716352,1595609088,151564288,6,21256138849,81160210,26643612926,21005920,0,17746664678,25509853707
figuring out the result of the test_host,29438,0,27,24,1,180367360,1344,2,140517471207325,8414115820,1986887660,18636800,1755074560,177324032,5,21261139601,81212142,26770142281,21094349,0,17750717156,25630955260
calculating the time it took to run the test_host,29568,0,27,24,1,180367360,1344,2,140517471207325,8414120418,1986887856,18636800,1755082752,177328128,5,21261142787,81212162,26770145083,21094354,0,17750718501,25630957972
writing the results to the results table in database_network,30588,0,27,25,1,180367360,1344,0,140517471207325,8414162307,1986893477,18636800,1755107328,177332224,5,21261146272,81212185,26770153731,21094370,0,17750720761,25630966332
commiting to the results table in the database_network,30663,0,27,25,1,180367360,1344,2,140517471207325,8414162307,1986893563,18636800,1755111424,177332224,6,21261147426,81212194,26770156757,21094375,0,17750722743,25630970488
writing the results to the metrics table in database_network,30797,0,27,25,1,180367360,1344,3,140517471207325,8414250521,1986936914,18636800,1755164672,177332224,6,21261148658,81212204,26770163225,21094385,0,17750770176,25631023249
removing the temporary directory on worker_host,30808,0,27,25,1,180367360,1344,3,140517471207325,8414250521,1986937000,18636800,1755168768,177332224,6,21261151505,81212220,26770166559,21094390,0,17750772597,25631026493
exiting from the database after writing to the results table_network,31038,0,27,26,1,180367360,1344,2,140517471207325,8414254433,1986937376,18636800,1755185152,177336320,5,21261153443,81212235,26770177311,21094406,0,17750774908,25631040768
writing the results to the summary table in database_network,31077,0,27,26,1,180367360,1344,2,140517471207325,8414254433,1986937533,18636800,1755189248,177336320,6,21261155167,81212246,26770181651,21094416,0,17750779490,25631048226
commiting to the SUMMARY table in the database_network,31077,0,27,26,1,180367360,1344,3,140517471207325,8414254433,1986937613,18636800,1755193344,177336320,6,21261155777,81212251,26770185587,21094422,0,17750780156,25631052268
exiting from the database after writing to the SUMMARY table_network,31077,0,27,26,1,180367360,1344,3,140517471207325,8414254433,1986937613,18636800,1755193344,177336320,6,21261156393,81212256,26770189603,21094428,0,17750780606,25631052320
sending a notification of the results if appropriate_network,31099,0,27,26,1,180367360,1344,2,140517471230992,8414254433,1986937793,18636800,1755201536,177336320,7,21261159894,81212278,26770193715,21094434,0,17750784780,25631061245
checking if there is a more critical commit we could work on_network,31367,0,27,26,1,180367360,1344,3,140517471207325,8414733958,1986938219,18636800,1755213824,177336320,6,21261163724,81212303,26770209909,21094461,0,17750788664,25631074215
disconnecting from the database_network,31381,0,27,26,1,180367360,1344,3,140517471207325,8414733958,1986938378,18636800,1755222016,177336320,5,21261164820,81212311,26770214409,21094467,0,17750790828,25631083729
running two hacks to avoid problems with ISS750 regressions and Cell MFC tests that have simdebug instruction set_host,31381,0,27,26,1,180367360,1344,3,140517471207325,8414733958,1986938522,18636800,1755226112,177336320,5,21261165698,81212320,26770218977,21094473,0,17750791308,25631088281
running another simple hack to avoid running tsts on debug builds_host,31381,0,27,26,1,180367360,1344,3,140517471207325,8414733958,1986938618,18636800,1755230208,177336320,5,21261166442,81212327,26770223689,21094479,0,17750791892,25631092929
checking the existence of lock file_host,31392,0,27,26,1,180367360,1344,3,140517471207325,8414733958,1986938684,18636800,1755238400,177336320,5,21261168629,81212343,26770228497,21094485,0,17750793561,25631097641
checking the space in worker temp directory_host,31465,0,27,26,1,180367360,1344,2,140517471207325,8414744003,1986938904,18636800,1755242496,177336320,5,21261169970,81212352,26770233369,21094491,0,17750794492,25631098333
running the test cases on the worker_host,31700,0,27,26,1,180367360,1344,0,140517471230992,8414745959,1986939189,18636800,1755254784,177336320,6,21261171060,81212360,26770234081,21094495,0,17750796558,25631102201
figuring out the result of the test_host,33014,0,28,28,1,180367360,1344,0,140517471207325,9041157558,2041823887,18636800,1810354176,178163712,5,21263259780,81234772,26826854397,21133631,0,17752479129,25685282413
calculating the time it took to run the test_host,33142,0,28,28,1,180367360,1344,0,140517471207325,9041162161,2041824088,18636800,1810362368,178167808,5,21263261848,81234786,26826857479,21133636,0,17752480248,25685285405
writing the results to the results table in database_network,34134,0,28,28,1,180367360,1344,0,140517471207325,9041203812,2041829488,18636800,1810382848,178171904,5,21263264722,81234807,26826866887,21133652,0,17752482894,25685294525
commiting to the results table in the database_network,34208,0,29,28,1,180367360,1344,2,140517471207325,9041203812,2041829574,18636800,1810386944,178171904,6,21263265684,81234813,26826870201,21133657,0,17752485566,25685298969
writing the results to the metrics table in database_network,34340,0,29,28,1,180367360,1344,3,140517471207325,9041257700,2041855762,18636800,1810423808,178171904,6,21263268056,81234828,26826877377,21133669,0,17752515354,25685334627
removing the temporary directory on worker_host,34351,0,29,28,1,180367360,1344,2,140517471207325,9041257700,2041855848,18636800,1810427904,178171904,6,21263270808,81234842,26826881069,21133675,0,17752517794,25685338159
exiting from the database after writing to the results table_network,34561,0,29,28,1,180367360,1344,2,140517471207325,9041261612,2041856130,18636800,1810440192,178180096,6,21263274263,81234860,26826892677,21133691,0,17752520941,25685349509
writing the results to the summary table in database_network,34577,0,29,28,1,180367360,1344,2,140517471207325,9041261612,2041856224,18636800,1810444288,178180096,5,21263275487,81234869,26826896745,21133697,0,17752522476,25685353630
commiting to the SUMMARY table in the database_network,34617,0,29,29,1,180367360,1344,2,140517471207325,9041261612,2041856381,18636800,1810448384,178180096,6,21263276777,81234881,26826900969,21133703,0,17752527108,25685360904
exiting from the database after writing to the SUMMARY table_network,34617,0,29,29,1,180367360,1344,2,140517471207325,9041261612,2041856461,18636800,1810452480,178180096,6,21263279379,81234902,26826905273,21133709,0,17752528922,25685365234
sending a notification of the results if appropriate_network,34638,0,29,29,1,180367360,1344,2,140517471230992,9041261612,2041856641,18636800,1810460672,178180096,7,21263280763,81234910,26826909669,21133715,0,17752531697,25685374731
checking if there is a more critical commit we could work on_network,34902,0,29,29,1,180367360,1344,2,140517471207325,9041741141,2041857083,18636800,1810472960,178180096,6,21263284745,81234936,26826926931,21133742,0,17752535516,25685388494
disconnecting from the database_network,34916,0,29,29,1,180367360,1344,2,140517471207325,9041741141,2041857242,18636800,1810485248,178180096,5,21263287028,81234948,26826931727,21133748,0,17752539324,25685398600
running two hacks to avoid problems with ISS750 regressions and Cell MFC tests that have simdebug instruction set_host,34916,0,29,29,1,180367360,1344,2,140517471207325,9041741141,2041857242,18636800,1810485248,178180096,5,21263289327,81234965,26826936587,21133754,0,17752540122,25685398652
running another simple hack to avoid running tsts on debug builds_host,34916,0,29,29,1,180367360,1344,2,140517471207325,9041741141,2041857386,18636800,1810489344,178180096,5,21263290857,81234976,26826937355,21133758,0,17752541256,25685399348
checking if there is a more critical commit we could work on_network,35199,0,29,29,1,180367360,1344,3,140517471207325,9041755055,2041857760,18636800,1810509824,178180096,6,21263299782,81235031,26826942641,21133773,0,17752551488,25685408283
disconnecting from the database_network,35200,0,29,29,1,180367360,1344,3,140517471207325,9041755055,2041857825,18636800,1810513920,178180096,5,21263300328,81235035,26826943725,21133777,0,17752552653,25685409572
running two hacks to avoid problems with ISS750 regressions and Cell MFC tests that have simdebug instruction set_host,35200,0,29,29,1,180367360,1344,3,140517471207325,9041755055,2041857969,18636800,1810518016,178180096,5,21263302124,81235043,26826944873,21133781,0,17752553637,25685410792
running another simple hack to avoid running tsts on debug builds_host,35366,0,30,29,1,180367360,1344,0,140517471207325,9041757012,2041858194,18636800,1810530304,178180096,6,21263305396,81235060,26826951921,21133797,0,17752556539,25685416436
checking if there is a more critical commit we could work on_network,35484,0,30,29,1,180367360,1344,3,140517471207325,9041768969,2041858345,18636800,1810538496,178180096,6,21263309375,81235086,26826953503,21133802,0,17752562187,25685422169
disconnecting from the database_network,35484,0,30,29,1,180367360,1344,3,140517471207325,9041768969,2041858345,18636800,1810538496,178180096,6,21263309851,81235089,26826955111,21133806,0,17752562187,25685422221
running two hacks to avoid problems with ISS750 regressions and Cell MFC tests that have simdebug instruction set_host,35485,0,30,29,1,180367360,1344,3,140517471207325,9041768969,2041858410,18636800,1810542592,178180096,5,21263310849,81235096,26826956783,21133810,0,17752563134,25685424034
running another simple hack to avoid running tsts on debug builds_host,35485,0,30,29,1,180367360,1344,3,140517471207325,9041768969,2041858554,18636800,1810546688,178180096,5,21263311961,81235104,26826958599,21133814,0,17752564120,25685425778
checking if there is a more critical commit we could work on_network,35769,0,30,30,1,180367360,1344,2,140517471207325,9041782883,2041858934,18636800,1810567168,178180096,6,21263320747,81235163,26826968009,21133835,0,17752574265,25685439703
disconnecting from the database_network,35770,0,30,30,1,180367360,1344,2,140517471207325,9041782883,2041858999,18636800,1810571264,178180096,5,21263322259,81235173,26826970211,21133840,0,17752575678,25685442092
running two hacks to avoid problems with ISS750 regressions and Cell MFC tests that have simdebug instruction set_host,35770,0,30,30,1,180367360,1344,2,140517471207325,9041782883,2041859143,18636800,1810575360,178180096,5,21263323361,81235185,26826972477,21133845,0,17752576288,25685444412
running another simple hack to avoid running tsts on debug builds_host,35931,0,30,30,1,180367360,1344,2,140517471207325,9041784840,2041859374,18636800,1810587648,178180096,6,21263324175,81235193,26826974887,21133850,0,17752578678,25685452192
checking if there is a more critical commit we could work on_network,36040,0,30,30,1,180367360,1344,0,140517471207325,9041796797,2041859431,18636800,1810591744,178180096,6,21263331300,81235246,26826985501,21133869,0,17752583674,25685456921
disconnecting from the database_network,36051,0,30,30,1,180367360,1344,3,140517471207325,9041796797,2041859525,18636800,1810595840,178180096,6,21263333195,81235258,26826988231,21133874,0,17752585775,25685460167
running two hacks to avoid problems with ISS750 regressions and Cell MFC tests that have simdebug instruction set_host,36052,0,30,30,1,180367360,1344,3,140517471207325,9041796797,2041859590,18636800,1810599936,178180096,5,21263335158,81235268,26826991025,21133879,0,17752587587,25685463084
running another simple hack to avoid running tsts on debug builds_host,36052,0,30,30,1,180367360,1344,3,140517471207325,9041796797,2041859734,18636800,1810604032,178180096,5,21263337734,81235285,26826994906,21133894,0,17752590378,25685466695
checking if there is a more critical commit we could work on_network,36337,0,31,30,1,180367360,1344,2,140517471215048,9041810711,2041860102,18636800,1810624512,178180096,6,21263354713,81235442,26827008741,21133922,0,17752602511,25685485925
disconnecting from the database_network,36338,0,31,30,1,180367360,1344,3,140517471207325,9041810711,2041860167,18636800,1810628608,178180096,5,21263356269,81235449,26827011991,21133927,0,17752604114,25685489414
running two hacks to avoid problems with ISS750 regressions and Cell MFC tests that have simdebug instruction set_host,36338,0,31,30,1,180367360,1344,3,140517471207325,9041810711,2041860311,18636800,1810632704,178180096,5,21263357115,81235456,26827015305,21133932,0,17752604794,25685492782
running another simple hack to avoid running tsts on debug builds_host,36500,0,31,30,1,180367360,1344,0,140517471207325,9041812668,2041860524,18636800,1810644992,178180096,6,21263358563,81235465,26827018833,21133938,0,17752607559,25685502566
checking if there is a more critical commit we could work on_network,36609,0,31,30,1,180367360,1344,2,140517471207325,9041824625,2041860581,18636800,1810649088,178180096,6,21263366746,81235516,26827032683,21133959,0,17752614225,25685508341
disconnecting from the database_network,36620,0,31,30,1,180367360,1344,3,140517471207325,9041824625,2041860675,18636800,1810653184,178180096,6,21263368215,81235527,26827036519,21133965,0,17752615418,25685512626
running two hacks to avoid problems with ISS750 regressions and Cell MFC tests that have simdebug instruction set_host,36621,0,31,31,1,180367360,1344,3,140517471207325,9041824625,2041860740,18636800,1810657280,178180096,5,21263369627,81235537,26827040423,21133971,0,17752616849,25685516583
running another simple hack to avoid running tsts on debug builds_host,36621,0,31,31,1,180367360,1344,3,140517471207325,9041824625,2041860884,18636800,1810661376,178180096,5,21263370467,81235545,26827044471,21133977,0,17752617779,25685520471
checking if there is a more critical commit we could work on_network,36905,0,31,31,1,180367360,1344,3,140517471207325,9041838539,2041861258,18636800,1810681856,178180096,6,21263380772,81235617,26827060587,21134001,0,17752628495,25685542962
disconnecting from the database_network,36906,0,31,31,1,180367360,1344,3,140517471207325,9041838539,2041861323,18636800,1810685952,178180096,5,21263382350,81235630,26827064947,21134007,0,17752629868,25685547439
running two hacks to avoid problems with ISS750 regressions and Cell MFC tests that have simdebug instruction set_host,36906,0,31,31,1,180367360,1344,3,140517471207325,9041838539,2041861323,18636800,1810685952,178180096,5,21263383106,81235637,26827069371,21134013,0,17752630202,25685547491
running another simple hack to avoid running tsts on debug builds_host,36914,0,31,31,1,180367360,1344,0,140517471230992,9041838539,2041861563,18636800,1810694144,178180096,6,21263384336,81235647,26827073939,21134019,0,17752631854,25685559315
checking if there is a more critical commit we could work on_network,37190,0,31,31,1,180367360,1344,2,140517471207325,9041852453,2041861851,18636800,1810714624,178180096,6,21263391938,81235694,26827091333,21134042,0,17752639436,25685576199
disconnecting from the database_network,37191,0,31,31,1,180367360,1344,2,140517471207325,9041852453,2041861916,18636800,1810718720,178180096,5,21263394861,81235708,26827096221,21134048,0,17752642176,25685577056
running two hacks to avoid problems with ISS750 regressions and Cell MFC tests that have simdebug instruction set_host,37191,0,31,31,1,180367360,1344,2,140517471207325,9041852453,2041862060,18636800,1810722816,178180096,5,21263395928,81235713,26827096937,21134052,0,17752643055,25685577844
running another simple hack to avoid running tsts on debug builds_host,37353,0,32,31,1,180367360,1344,0,140517471207325,9041854410,2041862283,18636800,1810735104,178180096,6,21263396884,81235719,26827097861,21134057,0,17752645265,25685583032
checking if there is a more critical commit we could work on_network,37462,0,32,31,1,180367360,1344,2,140517471207325,9041866367,2041862340,18636800,1810739200,178180096,6,21263404800,81235762,26827104311,21134074,0,17752651973,25685586264
disconnecting from the database_network,37473,0,32,31,1,180367360,1344,3,140517471207325,9041866367,2041862434,18636800,1810743296,178180096,6,21263405538,81235769,26827105487,21134078,0,17752653016,25685587983
running two hacks to avoid problems with ISS750 regressions and Cell MFC tests that have simdebug instruction set_host,37474,0,32,31,1,180367360,1344,3,140517471207325,9041866367,2041862499,18636800,1810747392,178180096,5,21263406878,81235776,26827106727,21134082,0,17752654351,25685589364
running another simple hack to avoid running tsts on debug builds_host,37474,0,32,31,1,180367360,1344,3,140517471207325,9041866367,2041862643,18636800,1810751488,178180096,5,21263407488,81235781,26827108111,21134086,0,17752654779,25685590676
checking if there is a more critical commit we could work on_network,37758,0,32,32,1,180367360,1344,3,140517471207325,9041880281,2041863029,18636800,1810771968,178180096,6,21263415316,81235825,26827115793,21134101,0,17752664487,25685602510
disconnecting from the database_network,37759,0,32,32,1,180367360,1344,3,140517471207325,9041880281,2041863094,18636800,1810776064,178180096,5,21263415990,81235831,26827117497,21134105,0,17752665128,25685604419
running two hacks to avoid problems with ISS750 regressions and Cell MFC tests that have simdebug instruction set_host,37759,0,32,32,1,180367360,1344,3,140517471207325,9041880281,2041863238,18636800,1810780160,178180096,5,21263416728,81235838,26827119265,21134109,0,17752666831,25685606311
running another simple hack to avoid running tsts on debug builds_host,37926,0,32,32,1,180367360,1344,0,140517471207325,9041882238,2041863489,18636800,1810792448,178180096,6,21263419820,81235858,26827121247,21134114,0,17752670000,25685614063
checking if there is a more critical commit we could work on_network,38032,0,32,32,1,180367360,1344,2,140517471207325,9041894195,2041863546,18636800,1810796544,178180096,6,21263427857,81235918,26827131453,21134135,0,17752675950,25685618382
disconnecting from the database_network,38043,0,32,32,1,180367360,1344,2,140517471207325,9041894195,2041863640,18636800,1810800640,178180096,6,21263428537,81235924,26827133763,21134140,0,17752677373,25685621211
running two hacks to avoid problems with ISS750 regressions and Cell MFC tests that have simdebug instruction set_host,38044,0,32,32,1,180367360,1344,2,140517471207325,9041894195,2041863705,18636800,1810804736,178180096,5,21263429809,81235932,26827136141,21134145,0,17752678288,25685623712
running another simple hack to avoid running tsts on debug builds_host,38044,0,32,32,1,180367360,1344,2,140517471207325,9041894195,2041863849,18636800,1810808832,178180096,5,21263431115,81235943,26827138663,21134150,0,17752679166,25685626144
checking if there is a more critical commit we could work on_network,38317,0,33,32,1,180367360,1344,2,140517471207325,9041908109,2041864129,18636800,1810825216,178180096,6,21263440236,81235991,26827150645,21134173,0,17752688799,25685639870
disconnecting from the database_network,38328,0,33,32,1,180367360,1344,2,140517471207325,9041908109,2041864223,18636800,1810829312,178180096,5,21263441390,81236000,26827153479,21134178,0,17752690415,25685643422
running two hacks to avoid problems with ISS750 regressions and Cell MFC tests that have simdebug instruction set_host,38329,0,33,32,1,180367360,1344,2,140517471207325,9041908109,2041864432,18636800,1810837504,178180096,5,21263442492,81236008,26827156377,21134183,0,17752691813,25685649130
running another simple hack to avoid running tsts on debug builds_host,38329,0,33,32,1,180367360,1344,2,140517471207325,9041908109,2041864432,18636800,1810837504,178180096,5,21263443178,81236014,26827159419,21134188,0,17752691813,25685649182
checking the existence of lock file_host,38329,0,33,32,1,180367360,1344,2,140517471207325,9041908109,2041864528,18636800,1810841600,178180096,5,21263444714,81236025,26827162557,21134193,0,17752693059,25685652230
checking the space in worker temp directory_host,38341,0,33,32,1,180367360,1344,2,140517471207325,9041908109,2041864594,18636800,1810845696,178180096,5,21263446168,81236034,26827165763,21134198,0,17752694259,25685655346
running the test cases on the worker_host,38412,0,33,32,1,180367360,1344,2,140517471207325,9041918154,2041864814,18636800,1810849792,178180096,5,21263447576,81236043,26827169041,21134203,0,17752695367,25685658534
figuring out the result of the test_host,39945,0,33,34,1,180367360,1344,0,140517471207325,10287722059,2218055033,24031232,1987817472,217272320,5,21270267050,81289677,26951831806,21222489,0,17758491509,25804971231
calculating the time it took to run the test_host,40076,0,33,34,1,180367360,1344,0,140517471207325,10287726650,2218055222,24031232,1987825664,217276416,5,21270267794,81289684,26951833450,21222493,0,17758492995,25804972803
writing the results to the results table in database_network,41074,0,33,35,1,180367360,1344,0,140517471207325,10287793258,2218085542,24031232,1987870720,217280512,5,21270272766,81289712,26951840870,21222507,0,17758496598,25804979971
commiting to the results table in the database_network,41150,0,34,35,1,180367360,1344,2,140517471207325,10287793258,2218085628,24031232,1987874816,217280512,6,21270274508,81289726,26951842734,21222511,0,17758498661,25804982983
writing the results to the metrics table in database_network,41284,0,34,35,1,180367360,1344,3,140517471207325,10287912678,2218144582,24031232,1987944448,217280512,6,21270276080,81289737,26951847010,21222521,0,17758562433,25805049661
removing the temporary directory on worker_host,41295,0,34,35,1,180367360,1344,3,140517471207325,10287912678,2218144668,24031232,1987948544,217280512,6,21270277482,81289746,26951849252,21222526,0,17758563489,25805051813
exiting from the database after writing to the results table_network,41504,0,34,35,1,180367360,1344,2,140517471207325,10287916590,2218144950,24031232,1987960832,217313280,6,21270279848,81289761,26951856510,21222539,0,17758566255,25805059023
writing the results to the summary table in database_network,41523,0,34,35,1,180367360,1344,2,140517471207325,10287916590,2218145044,24031232,1987964928,217313280,6,21270281098,81289767,26951859128,21222544,0,17758567952,25805062244
commiting to the SUMMARY table in the database_network,41563,0,34,35,1,180367360,1344,3,140517471207325,10287916590,2218145281,24031232,1987977216,217313280,6,21270283445,81289779,26951864604,21222554,0,17758572727,25805073136
exiting from the database after writing to the SUMMARY table_network,41563,0,34,35,1,180367360,1344,3,140517471207325,10287916590,2218145375,24031232,1987981312,217313280,5,21270284407,81289785,26951867458,21222559,0,17758574028,25805076205
sending a notification of the results if appropriate_network,41853,0,34,35,1,180367360,1344,2,140517471207325,10288396109,2218145863,24031232,1987997696,217313280,6,21270285461,81289794,26951870404,21222564,0,17758579482,25805091649
checking if there is a more critical commit we could work on_network,41865,0,34,36,1,180367360,1344,3,140517471207325,10288396109,2218145957,24031232,1988001792,217313280,6,21270290913,81289825,26951887292,21222590,0,17758581185,25805095492
disconnecting from the database_network,41867,0,34,36,1,180367360,1344,3,140517471207325,10288396109,2218146022,24031232,1988005888,217313280,5,21270292130,81289833,26951887362,21222591,0,17758582629,25805099005
running two hacks to avoid problems with ISS750 regressions and Cell MFC tests that have simdebug instruction set_host,41867,0,34,36,1,180367360,1344,3,140517471207325,10288396109,2218146166,24031232,1988009984,217313280,5,21270292810,81289839,26951890752,21222596,0,17758583213,25805102449
running another simple hack to avoid running tsts on debug builds_host,42034,0,34,36,1,180367360,1344,0,140517471207325,10288398066,2218146385,24031232,1988022272,217313280,6,21270294046,81289849,26951894356,21222602,0,17758585227,25805112985
checking if there is a more critical commit we could work on_network,42154,0,34,36,1,180367360,1344,2,140517471207325,10288410023,2218146536,24031232,1988030464,217313280,6,21270301586,81289900,26951909598,21222627,0,17758592053,25805123797
disconnecting from the database_network,42154,0,34,36,1,180367360,1344,2,140517471207325,10288410023,2218146536,24031232,1988030464,217313280,6,21270303046,81289909,26951913514,21222633,0,17758592721,25805123849
running two hacks to avoid problems with ISS750 regressions and Cell MFC tests that have simdebug instruction set_host,42155,0,34,36,1,180367360,1344,2,140517471207325,10288410023,2218146601,24031232,1988034560,217313280,5,21270303994,81289919,26951917494,21222639,0,17758593518,25805127882
running another simple hack to avoid running tsts on debug builds_host,42155,0,34,36,1,180367360,1344,2,140517471207325,10288410023,2218146745,24031232,1988038656,217313280,5,21270307274,81289940,26951921618,21222645,0,17758596190,25805131846
checking if there is a more critical commit we could work on_network,42431,0,35,36,1,180367360,1344,3,140517471207325,10288423937,2218147025,24031232,1988055040,217313280,6,21270314462,81289995,26951937920,21222666,0,17758603843,25805149805
disconnecting from the database_network,42442,0,35,36,1,180367360,1344,3,140517471207325,10288423937,2218147119,24031232,1988059136,217313280,6,21270316336,81290012,26951942360,21222672,0,17758605744,25805154694
running two hacks to avoid problems with ISS750 regressions and Cell MFC tests that have simdebug instruction set_host,42443,0,35,36,1,180367360,1344,3,140517471207325,10288423937,2218147328,24031232,1988067328,217313280,5,21270319245,81290024,26951946864,21222678,0,17758609390,25805163687
running another simple hack to avoid running tsts on debug builds_host,42608,0,35,36,1,180367360,1344,0,140517471207325,10288425894,2218147551,24031232,1988079616,217313280,6,21270321654,81290040,26951951512,21222684,0,17758612651,25805177015
checking if there is a more critical commit we could work on_network,42719,0,35,36,1,180367360,1344,2,140517471207325,10288437851,2218147608,24031232,1988087808,217313280,6,21270330267,81290097,26951970084,21222708,0,17758619215,25805183914
disconnecting from the database_network,42730,0,35,36,1,180367360,1344,2,140517471207325,10288437851,2218147702,24031232,1988091904,217313280,6,21270332261,81290108,26951970812,21222712,0,17758621436,25805185179
running two hacks to avoid problems with ISS750 regressions and Cell MFC tests that have simdebug instruction set_host,42731,0,35,36,1,180367360,1344,2,140517471207325,10288437851,2218147767,24031232,1988096000,217313280,5,21270333599,81290119,26951971604,21222716,0,17758623181,25805186112
running another simple hack to avoid running tsts on debug builds_host,42731,0,35,36,1,180367360,1344,2,140517471207325,10288437851,2218147911,24031232,1988100096,217313280,5,21270335411,81290129,26951972540,21222720,0,17758624511,25805186976
checking if there is a more critical commit we could work on_network,43007,0,35,37,1,180367360,1344,0,140517471207325,10288451765,2218148191,24031232,1988116480,217313280,6,21270343284,81290178,26951980950,21222752,0,17758632442,25805196938
disconnecting from the database_network,43018,0,35,37,1,180367360,1344,2,140517471207325,10288451765,2218148285,24031232,1988120576,217313280,6,21270344092,81290186,26951982198,21222756,0,17758633528,25805198720
